"Id","R","Nome","Squadra","Pv","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Amm","Esp","Au"
"4268","A","Arnautovic","Bologna","32","6.28","7.44","14","0","0","3","2","1","1","6","0","0"
"409","A","Insigne","Napoli","32","6.3","7.17","11","0","0","13","9","4","8","2","0","0"
"441","A","Belotti","Torino","22","6.2","7.32","8","0","0","3","3","0","1","1","0","0"
"1874","A","Joao Pedro","Cagliari","37","6.07","7.03","13","0","0","4","3","1","4","9","0","0"
"2038","A","Pinamonti","Empoli","36","6.15","7.21","13","0","0","4","4","0","1","4","0","0"
"215","A","Verde","Spezia","33","6.29","7.08","8","0","0","2","1","1","6","2","0","0"
"472","A","Destro","Genoa","27","6.02","6.98","9","0","0","0","0","0","1","4","0","0"
"2489","A","Pedro","Lazio","32","6.25","7.14","9","0","0","0","0","0","4","5","0","0"
"2530","A","Ibrahimovic","Milan","18","6.42","7.53","8","0","0","1","0","1","2","2","0","1"
"4179","A","Gonzalez N.","Fiorentina","33","6.35","7.11","7","0","0","3","3","0","6","2","1","0"
"505","A","Bonazzoli","Salernitana","31","6.23","7.1","10","0","0","2","2","0","0","6","0","0"
"2719","A","Barrow","Bologna","33","6.06","6.79","6","0","0","0","0","0","6","0","0","0"
"4184","A","Brekalo","Torino","31","6.08","6.81","7","0","0","0","0","0","2","1","0","0"
"313","A","Morata","Juventus","35","6.1","6.91","9","0","0","1","1","0","4","5","0","0"
"2819","A","Caputo","Sampdoria","38","6","6.88","11","0","0","1","0","1","4","1","0","0"
"4371","A","Raspadori","Sassuolo","36","6.07","6.89","10","0","0","0","0","0","4","7","1","0"
"5694","A","Beto","Udinese","28","6.11","7.27","11","0","0","0","0","0","0","1","0","0"
"5786","A","Cabral","Fiorentina","12","6","6.54","2","0","0","0","0","0","1","1","0","0"
"495","A","Correa","Inter","26","6.06","6.75","6","0","0","0","0","0","1","2","0","0"
"4517","A","Lozano","Napoli","29","6.12","6.76","5","0","0","0","0","0","5","3","0","0"
"5676","A","Success","Udinese","19","6.26","6.82","2","0","0","0","0","0","6","1","1","0"
"2475","A","Sanchez","Inter","22","6.14","6.91","5","0","0","0","0","0","2","0","0","0"
"479","A","Sanabria","Torino","25","6.18","6.88","6","0","0","0","0","0","1","3","0","0"
"1857","A","Di Francesco F.","Empoli","25","6.12","6.68","5","0","0","0","0","0","0","2","0","0"
"5529","A","Henry","Venezia","32","6","6.69","9","0","0","0","0","0","2","4","1","2"
"5471","A","Djuric","Salernitana","32","6.05","6.55","5","0","0","1","1","0","4","6","0","0"
"407","A","Gabbiadini","Sampdoria","16","6.19","7.34","6","0","0","0","0","0","2","3","0","0"
"536","A","Politano","Napoli","31","6.13","6.5","3","0","0","0","0","0","4","3","0","0"
"652","A","Kalinic","Verona","13","6.08","6.88","4","0","0","0","0","0","1","3","1","0"
"2097","A","Kean","Juventus","25","5.96","6.56","5","0","0","0","0","0","2","5","0","0"
"5311","A","Shomurodov","Roma","20","6.1","6.72","3","0","0","0","0","0","4","2","0","0"
"5515","A","Okereke","Venezia","30","5.92","6.5","7","0","0","0","0","0","0","5","1","0"
"177","A","Ilicic","Atalanta","17","6.35","6.85","3","0","0","1","0","1","3","1","0","0"
"186","A","Rebic","Milan","22","6.07","6.39","2","0","0","0","0","0","2","2","0","0"
"5292","A","Lammers","Atalanta","1","6","6","0","0","0","0","0","0","0","0","0","0"
"247","A","Pavoletti","Cagliari","28","5.89","6.32","5","0","0","0","0","0","1","9","0","0"
"568","A","Quagliarella","Sampdoria","30","5.9","6.33","4","0","0","1","1","0","2","2","0","0"
"2756","A","Piatek","Fiorentina","13","5.96","6.42","3","0","0","1","0","1","0","0","0","0"
"2826","A","Pussetto","Udinese","25","5.94","6.44","4","0","0","1","1","0","2","4","0","0"
"4324","A","Okaka","Udinese","1","6.5","6.5","0","0","0","0","0","0","0","1","0","0"
"90","A","Lasagna","Verona","26","5.92","6.25","2","0","0","0","0","0","3","1","0","0"
"4477","A","La Mantia","Empoli","13","6.04","6.5","2","0","0","0","0","0","0","0","0","0"
"383","A","Petagna","Napoli","13","6.04","6.77","3","0","0","0","0","0","1","1","0","0"
"649","A","Manaj","Spezia","28","5.86","6.12","5","0","0","3","2","1","0","9","0","0"
"795","A","El Shaarawy","Roma","24","5.92","6.27","3","0","0","0","0","0","0","1","0","0"
"1998","A","Pjaca","Torino","20","5.95","6.4","3","0","0","0","0","0","0","0","0","0"
"4992","A","Gyasi","Spezia","36","5.78","6.08","6","0","0","0","0","0","0","10","0","1"
"5797","A","Nsame","Venezia","10","5.85","5.95","0","0","0","0","0","0","1","0","0","0"
"311","A","Llorente","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","A","Keita B.","Cagliari","20","5.8","6.25","3","0","0","0","0","0","1","2","0","0"
"643","A","Defrel","Sassuolo","30","5.85","6.08","2","0","0","0","0","0","2","3","0","0"
"2155","A","Cutrone","Empoli","24","5.88","6.23","3","0","0","0","0","0","0","1","0","0"
"2409","A","Ribery","Salernitana","23","6.09","6.11","0","0","0","0","0","0","2","3","0","0"
"5755","A","Yeboah","Genoa","17","5.71","5.71","0","0","0","0","0","0","1","2","0","0"
"537","A","Sansone","Bologna","23","6","6.28","2","0","0","0","0","0","3","6","0","0"
"1997","A","Simy","Salernitana","17","5.68","5.91","1","0","0","0","0","0","1","0","0","0"
"2284","A","Caicedo","Inter","9","6.17","6.67","1","0","0","0","0","0","2","1","0","0"
"2323","A","Nani","Venezia","6","5.83","5.92","0","0","0","0","0","0","1","1","0","0"
"2832","A","Boga","Atalanta","26","5.92","6","0","0","0","0","0","0","2","0","0","0"
"4507","A","Tutino","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5714","A","Gondo","Salernitana","14","5.89","6.07","1","0","0","0","0","0","0","1","0","0"
"5796","A","Supryaga","Sampdoria","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5801","A","Mousset","Salernitana","4","5.75","5.75","0","0","0","0","0","0","1","2","0","0"
"475","A","Iago Falque","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1943","A","Nestorovski","Udinese","5","6.2","6.8","1","0","0","0","0","0","0","1","0","0"
"2762","A","Kouame'","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5004","A","Forestieri","Udinese","3","6.83","9","2","0","0","0","0","0","1","1","0","0"
"5496","A","Johnsen","Venezia","25","5.9","6.06","1","0","0","0","0","0","2","2","0","0"
"5807","A","Jovane","Lazio","3","5.83","6.83","1","0","0","0","0","0","0","0","0","0"
"245","A","Pandev","Genoa","19","5.79","5.82","0","0","0","0","0","0","1","1","0","0"
"2103","A","Pellegri","Torino","10","5.9","6.15","1","0","0","0","0","0","0","1","0","0"
"4884","A","Carles Perez","Roma","14","5.93","6.14","1","0","0","0","0","0","1","2","0","0"
"5336","A","Nzola","Spezia","16","5.88","6.28","2","0","0","0","0","0","1","2","0","0"
"5454","A","Mancuso","Empoli","7","5.86","6.29","1","0","0","0","0","0","0","0","0","0"
"5808","A","Giovinco","Sampdoria","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5233","A","Mayoral","Roma","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5310","A","Hauge","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5322","A","Mihaila","Atalanta","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5494","A","Di Mariano","Venezia","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5500","A","Cancellieri","Verona","5","6.1","6.6","1","0","0","0","0","0","0","1","0","0"
"5506","A","Ekuban","Genoa","29","5.71","5.84","1","0","0","0","0","0","2","2","0","0"
"5523","A","Bianchi F.","Genoa","6","5.75","6.25","1","0","0","0","0","0","0","0","0","0"
"5673","A","Antiste","Spezia","15","5.77","5.97","1","0","0","0","0","0","0","0","0","0"
"5802","A","Mikael","Salernitana","4","6.12","6.12","0","0","0","0","0","0","0","0","0","0"
"306","A","Cerri","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","A","La Gumina","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4359","A","Piccoli","Genoa","8","5.69","6.06","1","0","0","0","0","0","0","0","0","0"
"5495","A","Forte","Venezia","7","5.86","6.14","1","0","0","0","0","0","0","3","0","0"
"5728","A","Afena-Gyan","Roma","14","5.86","6.11","2","0","0","0","0","0","0","3","1","0"
"819","A","Favilli","Genoa","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"1879","A","Farias","Cagliari","3","5.83","5.83","0","0","0","0","0","0","0","0","0","0"
"4346","A","Millico","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4430","A","Cristo","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4500","A","Di Carmine","Verona","1","5.5","5","0","0","0","0","0","0","0","1","0","0"
"315","A","Zaza","Torino","3","5.83","5.83","0","0","0","0","0","0","0","1","0","0"
"2195","A","Ounas","Napoli","8","6.06","6","0","0","0","0","0","0","0","1","0","0"
"2304","A","Salcedo E.","Spezia","8","5.88","5.81","0","0","0","0","0","0","0","1","0","0"
"2743","A","Santander","Bologna","2","6.5","7.75","1","0","0","0","0","0","0","1","0","0"
"2750","A","Mraz","Spezia","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5060","A","Ake' M.","Juventus","2","6","5.75","0","0","0","0","0","0","0","1","0","0"
"5360","A","Vergani","Salernitana","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5439","A","Kallon","Genoa","13","5.88","5.85","0","0","0","0","0","0","1","3","0","0"
"5460","A","Satriano","Inter","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5477","A","Warming","Torino","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5525","A","Galazzi","Venezia","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5690","A","Strelec","Spezia","9","5.67","6","1","0","0","0","0","0","0","0","0","0"
"5716","A","Podgoreanu","Spezia","2","5.75","6.25","0","0","0","0","0","0","1","0","0","0"
"5776","A","Ceide","Sassuolo","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5806","A","Seck","Torino","3","6","6","0","0","0","0","0","0","0","0","0","0"
"5814","A","Cisse' M.","Atalanta","1","7","10","1","0","0","0","0","0","0","0","0","0"
"532","A","Falcinelli","Bologna","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"1839","A","Edera","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2073","A","Ragusa","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2654","A","Ceter","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4435","A","Colley E.","Spezia","8","5.69","5.62","0","0","0","0","0","0","0","1","0","0"
"4453","A","Torregrossa","Sampdoria","3","5.67","5.67","0","0","0","0","0","0","0","1","0","0"
"4483","A","Cangiano","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4936","A","Manzari","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4938","A","Moro","Lazio","7","5.93","6.07","0","0","0","0","0","0","1","0","0","0"
"4940","A","Gagliano","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5012","A","Muriqi","Lazio","5","5.7","5.6","0","0","0","0","0","0","0","1","0","0"
"5378","A","Oddei","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5391","A","Kokorin","Fiorentina","2","6","6","0","0","0","0","0","0","0","1","0","0"
"5446","A","Van Hooijdonk","Bologna","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5455","A","Moreo","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5458","A","Munteanu","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5459","A","Buksa","Genoa","1","5","5","0","0","0","0","0","0","0","0","0","0"
"5472","A","Kristoffersen","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5493","A","Bocalon","Venezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5505","A","Kaio Jorge","Juventus","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5512","A","De Luca","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5785","A","Lazetic","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"

